cultivar,count,MAE,RMSE,R2,y_true_mean,y_pred_mean
Arian,10,2.770865665607185,3.6161769965443993,0.866929683141276,10.299000000000001,10.650576447259244
Belle F1,31,2.347252099535238,3.1623150531805515,0.886086658025498,13.194229672205319,13.195636380907874
Katoul,10,2.7005072376971095,3.8636744854495073,0.5466306936063328,1.2519999999999982,1.198541217084736
Nykrsegi fekete,53,3.6827731089860025,5.752512755192496,0.5022766424833465,8.65370634701263,8.960552806153567
Planet,26,2.5868266547557734,3.170709363582369,0.773536518020261,4.272968180708116,4.170561261741302
Raphanus sativus,36,1.4605006673259195,2.1648685294696444,0.8352672846859143,29.209073844013712,29.36695982074575
Saba,10,2.186618915249904,2.5591305168237595,0.03519520137449916,6.607999999999997,6.743988190116643
Sari,10,1.3876413660034759,2.0322830994204377,-0.27555782331397216,3.4879999999999995,3.6214753660034895
Williams,10,1.1731060927643249,1.488814649197856,0.3340798797847704,6.212999999999999,5.107767573902333
